ID,Country code,Year,Country name,Start date,End date,Type,Flood source,Regions affected (v2010),Regions affected (v2021),Area flooded,Fatalities,Persons affected,Losses (nominal value),Losses (original currency),Losses (2020 euro),Cause,Notes,References,Changes
41,BE,2016,Belgium,6/2/2016,6/8/2016,River,Wamme,BE213;BE326;BE335;BE343;BE353,BE213;BE32D;BE335;BE343;BE353,,3,,,,,Heavy rainfall up to 172 mm in 12 days,,CRED (2023); Wikipedia (2017s); FloodList (2022); European Commission (2022); Belgorage (2023),Updated
1167,RO,2016,Romania,6/2/2016,6/3/2016,Flash,,RO211;RO226,RO211;RO226,,2,200,,,,Extreme rainfall,,CRED (2023); Wikipedia (2017s),Updated
2893,CH,2016,Switzerland,6/4/2016,6/30/2016,River,Rhine,CH022;CH032;CH033;CH052;CH055;CH061;CH064,CH022;CH032;CH033;CH052;CH055;CH061;CH064,,0,,60000000,CHF,55914312,Heavy rainfall (several waves),Also mudslides (1 fatality),Andres and Badoux (2017); Sturmarchiv Schweiz (2022),New
2464,IT,2016,Italy,6/12/2016,6/12/2016,Flash,Tevere; Chiascio,ITI21,ITI21,,0,,15600000,EUR,16247767,Extreme rainfall up to 120 mm in 3 h,,ISPRA (2017),New
6001,DE,2016,Germany,7/12/2016,7/12/2016,Flash,,DE213,DE213,,1,,,,,Extreme rainfall up to 87 mm in 24 h,,Papagiannaki et al. (2022); München.tv (2016); Deutsche Rück (2017),New
2201,LU,2016,Luxembourg,7/22/2016,7/22/2016,Flash,White Ernz,LU000,LU000,,0,,6000000,EUR,6538518,Extreme rainfall up to 100 mm in 1 h,,AON Benfield (2017); Mathias (2021),New
2227,MK,2016,North Macedonia,8/6/2016,8/7/2016,Flash,Serava,MK006;MK008,MK006;MK008,,22,35000,4200000000,MKD,74020259,Extreme rainfall up to 93 mm in 24 h,Also landslides,ReliefWeb (2022); CRED (2023); FloodList (2022); ARDC (2022); AON Benfield (2017); OFDA (2016),New
1029,NO,2016,Norway,8/6/2016,8/7/2016,Flash,,NO011;NO012;NO032,NO081;NO082,,0,,32500000,NOK,3223819,Extreme rainfall,Munich Re: 750m NOK losses; compensated economic loss,Munich Re (2017); Aftenposten (2016); Finans Norge (2023),Updated
2169,IT,2016,Italy,9/5/2016,9/19/2016,River,Fortore,ITF22;ITF46;ITF47;ITF48,ITF22;ITF46;ITF47;ITF48,,1,,107900000,EUR,112380389,Heavy rainfall up to 134 mm in 24 h (several episodes),Also landslides,ISPRA (2017); Papagiannaki et al. (2022); Meteoweb (2016),New
404,EL,2016,Greece,9/6/2016,9/7/2016,Flash,,EL253;EL255,EL652;EL653,,5,200,51000000,EUR,50759175,Extreme rainfall up to 70 mm in 24 h,,CRED (2023); Brakenridge (2022); AON Benfield (2017); Papagiannaki et al. (2022); FloodList (2022),Updated
2039,AL,2016,Albania,10/10/2016,10/11/2016,Flash,,AL014,AL014,,1,,,,,Extreme rainfall up to 53 mm in 24 h,,FloodList (2022),New
1168,RO,2016,Romania,10/11/2016,10/16/2016,River,Geru; Suhu,RO224,RO224,,1,500,,,,Heavy rainfall,,CRED (2023); Brakenridge (2022); FloodList (2022),Updated
1428,ES,2016,Spain,10/12/2016,10/12/2016,Flash,,ES511,ES511,,1,,4760000,EUR,5000191,Extreme rainfall up to 257 mm in 24 h,Declared and estimated economic losses,Brakenridge (2022); FloodList (2022); Papagiannaki et al. (2022); Consorcio de Compensación de Seguros (2017),Updated
2315,ES,2016,Spain,10/21/2016,10/22/2016,Flash,,ES618,ES618,,1,200,2880000,EUR,3025326,Extreme rainfall up to 200 mm in 4 h,Declared and estimated economic losses,FloodList (2022); Cuevas Tascón et al. (2018); Consorcio de Compensación de Seguros (2017),New
2040,AL,2016,Albania,11/7/2016,11/10/2016,River,Drin; Valbona; Lake Shkodra; Mat; Vjosa,AL011;AL012;AL014;AL021;AL022;AL031;AL033,AL011;AL012;AL014;AL021;AL022;AL031;AL033,55,2,4800,,,,Heavy rainfall up to 108 mm in 24 h,Also windstorm damage (1 fatality),UNDRR (2022); CRED (2023); Brakenridge (2022); FloodList (2022); GIZ (2018); ReliefWeb (2022),New
2199,XK,2016,Kosovo,11/7/2016,11/11/2016,River,Beli Drim,XK002;XK004;XK006;XK007,XK001;XK002;XK004;XK007,,1,1655,,,,"Heavy rainfall for several days, up to 165 mm in 24 h",,Petrovic (2021); ReliefWeb (2022); CRED (2023),New
2210,ME,2016,Montenegro,11/7/2016,11/9/2016,River,,ME000,ME000,,0,400,,,,Heavy rainfall up to 72 mm in 24 h,,FloodList (2022),New
1001,IT,2016,Italy,11/19/2016,11/25/2016,River,Tacina; Roia; Verdura; Sillemi,ITC31;ITC32;ITC33;ITC34;ITF62;ITF65;ITG13;ITG14,ITC31;ITC32;ITC33;ITC34;ITF62;ITF65;ITG13;ITG14,,4,,188000000,EUR,195806425,Heavy rainfall up to 583 mm in 24 h and snowfall,"In Sicilia, two waves of flash floods",FloodList (2022); European Commission (2022); Papagiannaki et al. (2022); ISPRA (2017); Regione Siciliana (2021),Updated
2336,UK,2016,United Kingdom,11/19/2016,11/22/2016,River,Mole; Ogmore,UKD31;UKD32;UKK43;UKL17,UKD35;UKD37;UKK43;UKL17,,1,600,,,,Heavy rainfall up to 59 mm in 24 h,,FloodList (2022); Papagiannaki et al. (2022),New
2165,IT,2016,Italy,11/21/2016,11/25/2016,River,"Po; Tanaro; Nervia, Armea",ITC11;ITC16;ITC17;ITC18,ITC11;ITC16;ITC17;ITC18,,1,400,56000000,EUR,58325318,Heavy rainfall up to 663 mm in 3 days,,CRED (2023); FloodList (2022); Papagiannaki et al. (2022); ISPRA (2017); European Commission (2022),New
2102,FR,2016,France,11/23/2016,11/25/2016,River,Golo,FR831;FR832,FRM01;FRM02,,0,,43000000,EUR,45327486,Heavy rainfall up to 355 mm in 48 h,,Meteo France (2022); DREAL Corse (2019),New
2133,EL,2016,Greece,11/25/2016,11/28/2016,River,,EL221;EL300;EL411,EL303;EL411;EL621,,1,,,,,Heavy rainfall up to 188 mm in 3 days,,Papagiannaki et al. (2022); FloodList (2022),New
2316,ES,2016,Spain,11/26/2016,11/26/2016,Flash,Cal Francisquet,ES511;ES612,ES511;ES612,,1,,6110000,EUR,6418313,Extreme rainfall,Declared and estimated economic losses,El Mundo (2016); Papagiannaki et al. (2022); Consorcio de Compensación de Seguros (2017),New
1429,ES,2016,Spain,12/3/2016,12/5/2016,Flash,,ES612;ES615;ES617,ES612;ES615;ES617,,2,,95000000,EUR,99793734,Extreme rainfall up to 222 mm in 24 h,,Brakenridge (2022); FloodList (2022); AON Benfield (2017),Updated
2317,ES,2016,Spain,12/16/2016,12/19/2016,River,,ES521;ES523;ES532;ES611;ES620,ES521;ES523;ES532;ES611;ES620,,6,,79000000,EUR,82986368,Heavy rainfall up to 400 mm in 3 days,Declared and estimated economic losses,CRED (2023); FloodList (2022); AON Benfield (2017); Consorcio de Compensación de Seguros (2017),New
354,DE,2015,Germany,1/3/2015,1/3/2015,Flash,Neckar,DE12C,DE12C,,2,,,,,Extreme rainfall up to 68 mm in 24 h and snowmelt,,Munich Re (2017); Deutsche Rück (2016),Updated
2769,CZ,2015,Czechia,1/8/2015,1/11/2015,River,Vltava,CZ032;CZ041,CZ032;CZ041,,1,,,,,Snowmelt,,Papagiannaki et al. (2022); ?eský hydrometeorologický ústav (2015),New
2379,NO,2015,Norway,1/9/2015,1/11/2015,Coastal,North Sea,NO043;NO051,NO0A1;NO0A2,,0,,35000000,NOK,3420622,Storm surge,Compensated economic loss,Finans Norge (2023),New
403,EL,2015,Greece,1/30/2015,2/9/2015,River,Arachthos; Evros; Acheron; Kalamas; Louros,EL111;EL211;EL212;EL214;EL243,EL511;EL541;EL542;EL643,250,3,500,263400000,EUR,260639523,Heavy rainfall up to 359 mm in 2 days,Also landslides,"CRED (2023); Brakenridge (2022); European Commission (2022, 2023); FloodList (2022); Meteo.gr (2023)",Updated
2035,AL,2015,Albania,1/31/2015,2/23/2015,River,Osum; Drin; Vjosa,AL021;AL031;AL032;AL033;AL034;AL035,AL021;AL031;AL032;AL033;AL034;AL035,68,1,8000,,,,Heavy rainfall and snowfall,,UNDRR (2022); CRED (2023); Brakenridge (2022); ReliefWeb (2022),New
2225,MK,2015,North Macedonia,1/31/2015,2/3/2015,River,,MK001;MK004;MK005;MK008,MK001;MK004;MK005;MK008,,0,2200,,,,Heavy rainfall,,ReliefWeb (2022); CRED (2023),New
57,BG,2015,Bulgaria,2/1/2015,2/4/2015,River,,BG322;BG341;BG413;BG422;BG424,BG322;BG341;BG413;BG422;BG424,,5,,10000000,BGN,6328822,Heavy rainfall up to 87 mm in 24 h,,CRED (2023); FloodList (2022),
2457,IT,2015,Italy,2/4/2015,2/7/2015,River,Reno; Savena; Setta,ITH55;ITH56;ITH57;ITH58;ITH59,ITH55;ITH56;ITH57;ITH58;ITH59,,0,,502800000,EUR,529618376,Heavy rainfall up to 114 mm in 24 h,,ISPRA (2016),New
2198,XK,2015,Kosovo,2/5/2015,2/6/2015,Flash,,XK001;XK004;XK006,XK001;XK002;XK005,,0,570,,,,Extreme rainfall,,UNDRR (2022),New
2099,FR,2015,France,2/15/2015,2/16/2015,Flash,,FR832,FRM02,,1,,,,,Extreme rainfall up to 190 mm in 24 h,,FloodList (2022),New
2821,IT,2015,Italy,2/26/2015,3/6/2015,River,Foro; Alento; Pescara,ITF12;ITF13;ITF14,ITF12;ITF13;ITF14,,0,,669200000,EUR,704893828,Heavy rainfall up to 214 mm in 48 h,Also landslides,ISPRA (2016),New
2313,ES,2015,Spain,2/26/2015,3/3/2015,River,Ebro,ES243,ES243,200,0,1600,28100000,EUR,29613249,Snowmelt,Compensated economic losses,FloodList (2022); El Pais (2015); Consorcio de Compensación de Seguros (2022),New
2458,IT,2015,Italy,3/4/2015,3/6/2015,River,Trigno; Biferno,ITF21;ITF22,ITF21;ITF22,,0,,196800000,EUR,207296930,Heavy rainfall up to 152 mm in 24 h,Also landslides,ISPRA (2016),New
2131,EL,2015,Greece,3/11/2015,3/11/2015,River,Strymonas,EL111;EL126,EL511;EL526,50,0,,132500000,EUR,131111377,Heavy rainfall up to 124 m in 2 days,,FloodList (2022); Meteo.gr (2023); European Commission (2023),New
2459,IT,2015,Italy,3/15/2015,3/25/2015,River,Ticino; Sesia; Dora Baltea; Po,ITC11;ITC16;ITC17;ITC18,ITC11;ITC16;ITC17;ITC18,,0,,71330000,EUR,75134604,Heavy rainfall up to 72 mm in 24 h,Two flood waves,ISPRA (2016),New
2848,RS,2015,Serbia,3/27/2015,4/1/2015,River,,RS215;RS225,RS215;RS225,53,0,160,,,,Heavy rainfall up to 50 mm in 24 h,,Petrovic (2021); UNDRR (2022),New
2100,FR,2015,France,4/30/2015,5/6/2015,River,,FR718,FRK28,,0,,6000000,EUR,6357816,Heavy rainfall up to 303 mm in 4 days,,DGPR (2022),New
1166,RO,2015,Romania,5/25/2015,6/2/2015,River,,RO114;RO115;RO116,RO114;RO115;RO116,,1,2000,,,,Heavy rainfall,,CRED (2023); Brakenridge (2022); FloodList (2022),Corrected
6006,CH,2015,Switzerland,6/7/2015,6/7/2015,Flash,,CH061,CH061,,2,,,,,Extreme rainfall above 50 mm in 1 h,,Andres et al. (2016); Sturmarchiv Schweiz (2022); FloodList (2022),New
272,FR,2015,France,6/9/2015,6/10/2015,Flash,,FR811;FR813;FR815;FR824;FR832,FRJ11;FRJ13;FRJ15;FRL04;FRM02,,1,,,,,Extreme rainfall up to 82 mm in 1 h,Also mudslides (4 fatalities),Munich Re (2017); Meteo France (2022); Saint-Martin et al. (2018); Papagiannaki et al. (2022),Updated
355,DE,2015,Germany,6/12/2015,6/14/2015,Flash,,DE13A;DE27E;DE408;DE711;DE71D;DEA1E,DE13A;DE27E;DE408;DE711;DE71D;DEA1E,,1,,,,,Extreme rainfall up to 76 mm in 24 h,Also landslides and windstorm,Munich Re (2017); Deutsche Rück (2016),Updated
2460,IT,2015,Italy,8/3/2015,8/4/2015,Flash,Piave,ITH33,ITH33,,0,,23780000,EUR,25048379,Extreme rainfall up to 45 mm in 6 h,Also landslides (3 fatalities),ISPRA (2016),New
2226,MK,2015,North Macedonia,8/3/2015,8/5/2015,Flash,Pena,MK006,MK006,,6,5000,4800000000,MKD,87525916,Extreme rainfall,,ReliefWeb (2022); CRED (2023); Brakenridge (2022); Swiss Re (2016),New
997,IT,2015,Italy,8/11/2015,8/12/2015,Flash,Petraro,ITF61;ITF62;ITF63,ITF61;ITF62;ITF63,,0,500,72910000,EUR,76798878,Extreme rainfall up to 200 mm in 24 h,Swiss Re: 102m EUR,CRED (2023); FloodList (2022); Swiss Re (2016); ISPRA (2016),Updated
6000,DE,2015,Germany,8/16/2015,8/18/2015,Flash,,DEG06,DEG06,,1,,20000000,EUR,21749416,Extreme rainfall up to 130 mm in 4 h,Also landslides,Papagiannaki et al. (2022); Floodlist (2022); Eichsfelder Nachrichten (2015); Thüringer Allgemeine (2015),New
2101,FR,2015,France,8/23/2015,8/23/2015,Flash,,FR812;FR813;FR824,FRJ12;FRJ13;FRL04,,2,,,,,Extreme rainfall up to 154 mm in 3 h,,Meteo France (2022); Papagiannaki et al. (2022); Saint-Martin et al. (2018); FloodList (2022),New
2461,IT,2015,Italy,8/24/2015,8/25/2015,Flash,Ombrone; Gretano,ITI11;ITI17;ITI19;ITI1A,ITI11;ITI17;ITI19;ITI1A,,0,,61900000,EUR,65201626,Extreme rainfall up to 329 mm in 48 h,,ISPRA (2016); FloodList (2022),New
2833,NO,2015,Norway,9/1/2015,9/4/2015,Flash,,NO012;NO032;NO033;NO034,NO082;NO091,,0,,116000000,NOK,11336918,Extreme rainfall up to 97 mm in 24 h,Compensated economic loss,FloodList (2022); Finans Norge (2023),New
2333,SE,2015,Sweden,9/5/2015,9/6/2015,Flash,,SE110;SE124,SE110;SE124,,0,400,,,,Extreme rainfall up to 97 mm in 24 h,,FloodList (2022),New
1427,ES,2015,Spain,9/7/2015,9/7/2015,Flash,,ES614,ES614,,4,150,7700000,EUR,8114663,Extreme rainfall up to 40 mm in 1 h,Declared and estimated economic losses,CRED (2023); FloodList (2022); Consorcio de Compensación de Seguros (2016),Updated
2149,IE,2015,Ireland,9/13/2015,9/13/2015,Flash,,IE013,IE042,,1,,,,,Extreme rainfall up to 49 mm in 24 h,,FloodList (2022),New
998,IT,2015,Italy,9/13/2015,9/14/2015,Flash,Nure; Trebbia; Bisagno; Aveto,ITC33;ITH51;ITH52,ITC33;ITH51;ITH52,,3,,116400000,EUR,122608550,Extreme rainfall up to 153 mm in 20 h,Also landslides,Wikipedia (2023b); European Commission (2022); Papagiannaki et al. (2022); ISPRA (2016); FloodList (2022),Updated
2784,FR,2015,France,9/30/2015,10/2/2015,River,Golo,FR831;FR832,FRM01;FRM02,,0,300,,,,Heavy rainfall up to 363 mm in 3 days,Also severe windstorm,Meteo France (2022),New
2462,IT,2015,Italy,9/30/2015,10/1/2015,Flash,Jato,ITG29,ITG2D,,0,,52300000,EUR,55089580,Extreme rainfall up to 175 mm in 24 h,,ISPRA (2016); FloodList (2022),New
273,FR,2015,France,10/3/2015,10/4/2015,Flash,Brague,FR823;FR825,FRL03;FRL05,,20,,850000000,EUR,900690627,Extreme rainfall up to 156 mm in 2 h,,CRED (2023); Brakenridge (2022); Meteo France (2022); DGPR (2022); FloodList (2022); FFA (2017a); Swiss Re (2016); Papagiannaki et al. (2022),Updated
2036,AL,2015,Albania,10/11/2015,10/12/2015,Flash,,AL022;AL032;AL034;AL035,AL022;AL032;AL034;AL035,,1,490,,,,Extreme rainfall,,UNDRR (2022); KOHAnet (2015),New
73,HR,2015,Croatia,10/14/2015,10/16/2015,Flash,Kupa; Vojlovica,HR04D;HR04E,HR027;HR028,100,0,1200,1150000000,HRK,162263681,Extreme rainfall,,CRED (2023); Munich Re (2017); European Commission (2022); FloodList (2022),Updated
999,IT,2015,Italy,10/14/2015,10/16/2015,River,Calore; Liri; Volturno; Tara,ITF11;ITF31;ITF32;ITF43;ITF46;ITG11;ITG12;ITG13;ITI45,ITF11;ITF31;ITF32;ITF43;ITF46;ITG11;ITG12;ITG13;ITI45,,1,,820000000,EUR,863737207,Heavy rainfall up to 187 mm in 24 h,Also fatalities from mudslides and house collapses from rainfall (2+),CRED (2023); Wikipedia (2023b); European Commission (2022); Papagiannaki et al. (2022); FloodList (2022); Swiss Re (2016); ISPRA (2016),Updated
2132,EL,2015,Greece,10/21/2015,10/22/2015,Flash,,EL300,EL301;EL302;EL305,,4,4500,,,,Extreme rainfall,,Papagiannaki et al. (2022); Brakenridge (2022); FloodList (2022); Meteo.gr (2023),New
1000,IT,2015,Italy,10/31/2015,11/2/2015,River,San Nicola,ITF63;ITF64;ITF65,ITF63;ITF64;ITF65,,1,,322000000,EUR,339174855,Heavy rainfall up to 720 mm in 3 days,Losses also in Sicilia (no data),CRED (2023); ISPRA (2016); FloodList (2022); Papagiannaki et al. (2022),Updated
1121,PT,2015,Portugal,11/1/2015,11/2/2015,Flash,,PT150,PT150,,1,,15000000,EUR,16356425,Extreme rainfall up to 94 mm in 24 h,,CRED (2023); Munich Re (2017); FloodList (2022); Papagiannaki et al. (2022),
2314,ES,2015,Spain,11/1/2015,11/3/2015,River,Sió,ES513;ES523,ES513;ES523,,4,,11600000,EUR,12224686,Heavy rainfall up to 156 mm in 24 h,Declared and estimated economic losses,CRED (2023); FloodList (2022); Papagiannaki et al. (2022); Consorcio de Compensación de Seguros (2016),New
2037,AL,2015,Albania,11/21/2015,11/27/2015,River,,AL011;AL012;AL013;AL015;AL022;AL033,AL011;AL012;AL013;AL015;AL022;AL033,,1,300,,,,Heavy rainfall up to 90 mm in 24 h,,UNDRR (2022); CRED (2023); Brakenridge (2022); FloodList (2022); GIZ (2018),New
2150,IE,2015,Ireland,12/4/2015,12/14/2015,River,Shannon,IE011;IE012;IE013;IE023;IE025,IE041;IE042;IE051;IE053;IE063,,1,,,,,Heavy rainfall,,FloodList (2022); Brakenridge (2022); Wikipedia (2017zk); European Commission (2022),New
2236,NO,2015,Norway,12/4/2015,12/6/2015,River,,NO041;NO042;NO043,NO0A2,,0,520,318000000,NOK,31078791,Heavy rainfall up to 300 mm in 3 days,Compensated economic loss,FloodList (2022); Finans Norge (2023),New
1563,UK,2015,United Kingdom,12/5/2015,1/27/2016,River,Eden; Ouse; Wyre; Lough Neagh; Lough Erne,UKC21;UKD11;UKD12;UKD32;UKD43;UKE21;UKE22;UKE41;UKE42;UKE44;UKL13;UKM32;UKN05,UKC21;UKD11;UKD12;UKD36;UKD37;UKD44;UKD45;UKD46;UKD47;UKE21;UKE22;UKE41;UKE42;UKE44;UKL13;UKM92;UKN0B;UKN0G,,1,64000,1600000000,GBP,2055363246,"Heavy rainfall, several waves, up to 405 mm in 48 h","Storms Desmond, Eva, Frank","CRED (2023); Brakenridge (2022); Wikipedia (2017zk); BBC News (2015, 2016b); Environment Agency (2022); FloodList (2022); European Commission (2022); Papagiannaki et al. (2022); Swiss Re (2016); Priestley (2016)",Updated
2356,IE,2014,Ireland,1/2/2014,1/6/2014,River/Coastal,Liffey; Irish Sea; Atlantic Ocean,IE021;IE023;IE025,IE051;IE053;IE061,,0,,46000000,EUR,52213649,Heavy rainfall and storm surge (two waves),,Independent (2014a); O'Brien et al. (2018),New
1562,UK,2014,United Kingdom,1/3/2014,1/4/2014,Coastal,Irish Sea; Bristol Channel; English Channel,UKJ22;UKK12;UKK13;UKK30;UKK43;UKL14;UKL21;UKM32,UKJ22;UKK12;UKK13;UKK30;UKK43;UKL14;UKL21;UKM92,,2,1000,60000000,GBP,77470270,Storm surge up to 1.07 m and waves up to 4.5 m,,University of Southampton (2023); FloodList (2022),Updated
267,FR,2014,France,1/16/2014,1/19/2014,River,,FR812;FR813;FR823;FR825,FRJ12;FRJ13;FRL03;FRL05,,2,6800,300000000,EUR,321509198,Heavy rainfall up to 306 mm in 3 days,,CRED (2023); Brakenridge (2022); Meteo France (2022); DGPR (2022); Papagiannaki et al. (2022); FloodList (2022),Updated
988,IT,2014,Italy,1/18/2014,1/20/2014,River,Secchia; Panaro,ITC31;ITC32;ITC33;ITH52;ITH54;ITH55;ITI17,ITC31;ITC32;ITC33;ITH52;ITH54;ITH55;ITI17,,2,1000,90000000,EUR,95683836,Heavy rainfall up to 334 mm in 24 h,Dike failures,CRED (2023); Brakenridge (2022); Orlandini et al. (2015); ISPRA (2015); FloodList (2022); European Commission (2022); Papagiannaki et al. (2022),Updated
2783,FR,2014,France,1/24/2014,1/31/2014,River,Garonne; Adour; Dordogne,FR615;FR621,FRI15;FRJ21,,0,500,,,,Heavy rainfall up to 164 mm in 7 days,,Meteo France (2022),New
989,IT,2014,Italy,1/29/2014,2/2/2014,River,Tevere; Arno; Brenta; Nera; Bacchiglione,ITG17;ITG19;ITH36;ITI14;ITI17;ITI21;ITI22;ITI43,ITG17;ITG19;ITH36;ITI14;ITI17;ITI21;ITI22;ITI43,,4,,326000000,EUR,346588116,Heavy rainfall up to 196 mm in 24 h,,CRED (2023); Brakenridge (2022); ISPRA (2015); FloodList (2022),Updated
2148,IE,2014,Ireland,2/1/2014,2/3/2014,River/Coastal,Lee; Shannon; Atlantic Ocean,IE023;IE025,IE051;IE053,,0,,25000000,EUR,28376983,Heavy rainfall and storm surge,,FloodList (2022); Independent (2014b); O'Brien et al. (2018),New
2310,ES,2014,Spain,2/2/2014,2/2/2014,Coastal,Atlantic Ocean,ES111;ES212,ES111;ES212,,1,,23700000,EUR,25112559,Storm surge caused by winds up to 90 km/h and 10-metre waves,Compensated economic losses,FloodList (2022); Consorcio de Compensación de Seguros (2022),New
2096,FR,2014,France,2/4/2014,2/13/2014,River,Morlaix; Steïr,FR521;FR522;FR523;FR524,FRH01;FRH02;FRH03;FRH04,,0,4850,,,,"Heavy rainfall, 3 waves, up to 400 mm total",,Meteo France (2022); FloodList (2022); European Commission (2022); DGPR (2022),New
2068,HR,2014,Croatia,2/12/2014,2/14/2014,River,Radonje,HR04D,HR027,,0,600,29000000,HRK,4095125,Heavy rainfall up to 80 mm in 24 h and snowmelt,Also severe winter conditions (total loss 2.2bn HRK),Wikipedija (2023b); FloodList (2022); European Commission (2023),New
2196,XK,2014,Kosovo,4/18/2014,4/28/2014,River,,XK001;XK003;XK004;XK006;XK007,XK001;XK002;XK004;XK005;XK006,,0,2540,,,,Heavy rainfall,,UNDRR (2022),New
1164,RO,2014,Romania,4/19/2014,5/7/2014,River,,RO314;RO315;RO316;RO317;RO411;RO412;RO413;RO414,RO314;RO315;RO316;RO317;RO411;RO412;RO413;RO414,100,4,2000,750000000,RON,202223961,Heavy rainfall,,CRED (2023); FloodList (2022); AGERPRES (2014); ReliefWeb (2022); European Commission (2023),Updated
2288,RS,2014,Serbia,4/19/2014,4/24/2014,River,Juzna Morava; Zapadna Morava,RS211;RS212;RS214;RS215;RS216;RS217;RS222;RS223;RS224;RS225;RS229,RS211;RS212;RS214;RS215;RS216;RS217;RS222;RS223;RS224;RS225;RS229,138,0,3570,,,,Heavy rainfall,,ReliefWeb (2022); Petrovic (2021); CRED (2023); UNDRR (2022),New
990,IT,2014,Italy,5/2/2014,5/4/2014,River,Cesano,ITI31;ITI32;ITI33;ITI34;ITI35,ITI31;ITI32;ITI33;ITI34;ITI35,,3,250,366000000,EUR,389114266,Heavy rainfall up to 105 mm in 24 h,,CRED (2023); Brakenridge (2022); FloodList (2022); European Commission (2022); ISPRA (2015); Papagiannaki et al. (2022),Updated
2059,BA,2014,Bosnia and Herzegovina,5/12/2014,5/22/2014,River,Sava; Drina,BA011;BA012;BA013;BA014;BA015;BA019;BA021;BA022;BA023;BA025;BA030,BA011;BA012;BA013;BA014;BA015;BA019;BA021;BA022;BA023;BA025;BA030,700,25,172000,2491700000,BAM,1407362941,Heavy rainfall up to 252 mm in 6 days and snowmelt,"Also landslides (1952 houses destroyed); 90,000 displaced",ReliefWeb (2022); Brakenridge (2022); CRED (2023); ISRBC (2014); Vidmar et al. (2016),New
2289,RS,2014,Serbia,5/12/2014,5/28/2014,River,Sava; Drina,RS110;RS211;RS212;RS213;RS214;RS215;RS216;RS217;RS221,RS110;RS211;RS212;RS213;RS214;RS215;RS216;RS217;RS221,549,51,32000,1.3E+11,RSD,1260514975,Heavy rainfall and snowmelt,Also landslides (1 fatality),ReliefWeb (2022); Petrovic (2021); Brakenridge (2022); CRED (2023); ISRBC (2014); UNDRR (2022); European Commission (2023),New
71,HR,2014,Croatia,5/15/2014,5/20/2014,River,Sava; Una,HR049;HR04A;HR04C;HR04E,HR023;HR024;HR026;HR028,,3,18000,2275000000,HRK,321255509,Heavy rainfall,Return periods up to 1000 years,CRED (2023); ICDPR (2010); ISRBC (2014); ReliefWeb (2022); European Commission (2023),Updated
2097,FR,2014,France,6/13/2014,6/14/2014,Flash,,FR626,FRJ26,,1,,,,,Extreme rainfall up to 44 mm in 2 h,,Meteo France (2022); FloodList (2022),New
54,BG,2014,Bulgaria,6/19/2014,6/25/2014,River,,BG321;BG322;BG331;BG332;BG334,BG321;BG322;BG331;BG332;BG334,,15,2000,608000000,BGN,396131225,Heavy rainfall up to 155 mm in 24 h,,CRED (2023); EEA (2015); Brakenridge (2022); Wikipedia (2017t); AON Benfield (2015); ReliefWeb (2022); European Commission (2023),Updated
2311,ES,2014,Spain,7/4/2014,7/4/2014,Flash,Baztan,ES220,ES220,,1,,4620000,EUR,4895360,Extreme rainfall up to 37 mm in 1 h,Declared and estimated economic losses,FloodList (2022); Deia (2014); Consorcio de Compensación de Seguros (2015),New
6004,CH,2014,Switzerland,7/4/2014,7/28/2014,River,Emme,CH021;CH055;CH061,CH021;CH055;CH061,,1,,72000000,CHF,65893639,Heavy rainfall (several waves),Also landslides,Andres et al. (2015); Sturmarchiv Schweiz (2022); FloodList (2022),New
2471,IT,2014,Italy,7/7/2014,7/8/2014,Flash,Lambro; Seveso; Sesia,ITC11;ITC12;ITC13;ITC18;ITC42;ITC4C,ITC11;ITC12;ITC13;ITC18;ITC42;ITC4C,,1,,54200000,EUR,57622932,Extreme rainfall up to 170 mm in 11 h,,ISPRA (2015); FloodList (2022),New
353,DE,2014,Germany,7/28/2014,7/29/2014,Flash,,DE112;DE135;DE137;DE142;DEA33;DEA37,DE112;DE135;DE137;DE142;DEA33;DEA37,,3,,450000000,EUR,498433066,Extreme rainfall up to 60 mm in 6 h,,Spiegel Online (2014); Munich Re (2017); Papagiannaki et al. (2022); FloodList (2022),Updated
2472,IT,2014,Italy,7/28/2014,7/29/2014,Flash,Lambro; Seveso,ITC41;ITC42;ITC4C,ITC41;ITC42;ITC4C,,0,,48000000,EUR,51031379,Extreme rainfall up to 154 mm in 24 h,,ISPRA (2015); FloodList (2022),New
55,BG,2014,Bulgaria,7/29/2014,8/2/2014,River,,BG312;BG313,BG312;BG313,,2,7247,155000000,BGN,100987401,Heavy rainfall,Dam burst,CRED (2023); FloodList (2022); European Commission (2023),Updated
1165,RO,2014,Romania,7/29/2014,7/31/2014,River,,RO112;RO412;RO414;RO415;RO424,RO112;RO412;RO414;RO415;RO424,,2,2000,760000000,RON,204920280,Heavy rainfall,,CRED (2023); FloodList (2022); AGERPRES (2014); European Commission (2023),Updated
2847,RS,2014,Serbia,7/31/2014,8/3/2014,River,,RS110;RS122,RS110;RS122,,0,2800,,,,Heavy rainfall up to 50 mm in 24 h,,Petrovic (2021); UNDRR (2022); FloodList (2022),New
991,IT,2014,Italy,8/2/2014,8/5/2014,River,Adda; Brenta; Bacchiglione,ITC44;ITC47;ITH33;ITH34,ITC44;ITC47;ITH33;ITH34,,4,,,,,Heavy rainfall up to 74 mm in 24 h,,Wikipedia (2023b); AON Benfield (2015); Papagiannaki et al. (2022); FloodList (2022),Updated
